,filename,class,xmin,ymin,xmax,ymax
0,image0.jpg,ace,44.56233596801758,42.17506790161133,114.1909866333008,108.22280883789064
1,image0.jpg,ace,194.2486114501953,50.37105941772461,256.0296859741211,127.17996215820312
2,image0.jpg,jack,21.883289337158203,227.18832397460935,80.76922607421875,270.1591491699219
3,image0.jpg,king,91.5119400024414,248.67373657226562,135.2785186767578,300.0
4,image0.jpg,ace,85.94165039062501,172.67904472351074,134.88063049316406,237.1352767944336
5,image0.jpg,queen,21.087533950805664,150.0,86.7374038696289,214.4562301635742
6,image0.jpg,queen,193.13544082641602,180.0556583404541,257.42115020751953,258.2560272216797
7,image1.jpg,king,45.7559700012207,12.732096672058105,114.58885955810545,79.97347259521484
8,image1.jpg,nine,161.53846168518066,54.11140441894532,192.9708251953125,132.4933624267578
9,image1.jpg,ten,189.38992309570312,48.93899154663086,244.69495391845706,118.96551513671875
10,image1.jpg,ace,27.45358085632324,180.2387294769287,91.1140594482422,270.1591567993164
11,image1.jpg,nine,200.9283790588379,229.97348022460935,251.85675811767578,271.35279083251953
12,image2.jpg,nine,53.31564712524414,51.72413635253906,90.7161865234375,99.07162475585939
13,image2.jpg,nine,166.6975860595703,2.504638433456421,217.62522888183594,63.45083618164062
14,image2.jpg,nine,165.30612468719482,76.5306167602539,216.51206207275388,146.93878173828125
15,image2.jpg,nine,232.09646606445312,74.58255767822266,285.2504577636719,146.6604766845703
16,image2.jpg,jack,234.32281494140625,1.391465663909912,283.3023986816406,62.05937194824219
17,image2.jpg,queen,43.135440826416016,180.0556583404541,107.42115020751952,258.2560272216797
18,image2.jpg,nine,175.06631469726562,181.03448295593262,241.1140594482422,272.54642486572266
19,image2.jpg,ace,239.12467193603516,177.85145950317383,269.36339569091797,267.7718811035156
20,image3.jpg,ten,15.517241477966309,13.527850151062012,62.46684265136719,48.14323806762695
21,image3.jpg,ten,85.94165039062501,11.936338424682617,132.09548950195312,46.94960021972656
22,image3.jpg,ace,91.9098129272461,92.30769348144533,136.87002563476562,124.53580474853516
23,image3.jpg,king,30.63660430908203,104.64190673828125,76.392578125,138.4615478515625
24,image3.jpg,king,150.3978779613972,25.46419143676758,219.62864685058594,105.43766784667967
25,image3.jpg,ace,192.9708251953125,97.0822296142578,249.86737060546875,150.0
26,image3.jpg,jack,232.7586212158203,16.71087646484375,300.0,89.92042541503906
27,image3.jpg,ten,220.02652740478516,0.0,270.9549026489258,23.076923370361328
28,image3.jpg,queen,98.27586364746094,182.2281150817871,128.51458740234375,265.7824935913086
29,image3.jpg,ten,71.61803436279297,181.03448104858398,99.07161712646484,268.9655227661133
30,image3.jpg,ace,11.93634033203125,184.21750640869138,75.59681701660156,269.7612762451172
31,image3.jpg,nine,209.68169784545898,189.7877960205078,269.7612762451172,262.20159912109375
32,image3.jpg,ten,183.02387237548828,188.5941619873047,228.77984619140625,256.6313018798828
33,image4.jpg,ten,33.02387237548828,42.57294464111328,114.58885955810545,121.75066375732422
34,image4.jpg,king,233.156494140625,36.2068977355957,298.01060485839844,116.5782470703125
35,image4.jpg,ten,195.35809326171872,33.81962585449219,236.33952331542966,114.98674011230467
36,image4.jpg,ace,157.55968141555786,37.79840850830078,201.72413635253906,116.97612762451172
37,image4.jpg,king,0.397877961397171,175.46419143676758,69.62864685058594,255.43766784667966
38,image4.jpg,ace,42.97082519531251,247.08222961425778,99.86737060546875,300.0
39,image4.jpg,jack,82.75862121582031,166.71087646484375,150.0,239.9204254150391
40,image4.jpg,ten,70.02652740478516,150.0,120.9549026489258,173.07692337036133
41,image4.jpg,jack,205.7029151916504,172.67904472351074,284.0848846435547,279.3103485107422
42,image4.jpg,king,172.67904663085938,171.08753395080566,210.4774513244629,274.13792419433594
43,image5.jpg,king,72.4137954711914,73.20954895019531,143.23606872558594,150.0
44,image5.jpg,queen,1.591511845588684,0.0,81.96286773681642,50.92838287353516
45,image5.jpg,ten,0.397877961397171,60.87533187866211,64.05835723876953,150.0
46,image5.jpg,king,193.36870193481445,68.03713989257812,253.4482727050781,136.47215270996094
